SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,SAMPLE_ORIGIN,categoria_vibe,tipo_vista,ponto_forte,principal_caracteristica
876096490871028426,509431238,Barra da Tijuca,-23.00190201759915,-43.39313987642527,Entire home/apt,328.0,23,2,132,RANDOM_FILL,Charmoso | Aconchegante | Familiar | Romântico,Sem Vista,Ambiente confortável duplex,Duplex
1279692320934278852,98503864,Copacabana,-22.962938190268595,-43.176713436841965,Entire home/apt,313.0,2,17,165,RANDOM_FILL,Padrão,Urbana,Amplo e conforto,Apartamento
1371346712323135671,412306203,Guaratiba,-22.93946,-43.58161,Shared room,120.0,1,0,365,RANDOM_FILL,Econômico,Sem Vista,Casa mobiliada compartilhada,Compartilhada
955554486271907862,16120213,Copacabana,-22.981519881,-43.19113,Private room,156.0,2,55,196,RANDOM_FILL,Econômico,Sem Vista,Praticidade para viajantes,Funcional
1303577242879353475,588667393,Jacarepaguá,-22.9290352,-43.3993729,Entire home/apt,1372.0,1,0,359,RANDOM_FILL,Econômico,Sem Vista,Estadia curta prática,Temporada
17920243,52758685,Guaratiba,-22.95312,-43.62412,Private room,150.0,3,0,365,RANDOM_FILL,Econômico | Padrão,Urbana,Localização em Copacabana,Praticidade
1422991390999916411,695932111,Guaratiba,-22.9750297,-43.6462843,Private room,183.0,1,0,365,RANDOM_FILL,Familiar,Natureza,Tranquilidade e conforto,Descanso
2640348,13519405,Leblon,-22.98303,-43.21649,Entire home/apt,3500.0,30,0,365,RANDOM_FILL,Luxo,Urbana,Localização Leblon Top,Novo
1507392533558842959,718347503,Ipanema,-22.98457,-43.2013,Entire home/apt,450.0,2,0,361,RANDOM_FILL,Luxo,Mar,Praia e Metrô,Localização
1087774648745318841,13580277,Copacabana,-22.96395,-43.17516,Entire home/apt,337.0,1,17,148,RANDOM_FILL,Luxo,Mar,Vista lateral mar,Apartamento
1308806621055773779,244505499,Vidigal,-22.99680803016147,-43.24393404301477,Private room,720.0,4,0,89,RANDOM_FILL,Padrão,Sem Vista,Ambiente inclusivo acolhedor,Inclusividade
1084100173955981566,172719779,Barra da Tijuca,-23.0127344,-43.3060302,Entire home/apt,1200.0,90,4,144,RANDOM_FILL,Luxo,Mar,Cobertura vista mar,Penthouse
1323905198897464975,479635524,Copacabana,-22.98471,-43.19123,Entire home/apt,220.0,3,13,159,RANDOM_FILL,Econômico,Mar,Localização em Copacabana,Flat
46494603,91654021,Leblon,-22.97842,-43.22085,Entire home/apt,1542.0,8,0,332,RANDOM_FILL,Luxo,Urbana,Espaço e localização,Amplo
1081150621559859947,405674427,Maracanã,-22.91201598775801,-43.23273811296356,Private room,81.0,50,4,365,RANDOM_FILL,Econômico,Urbana,Suíte espaçosa confortável,Espaço
53826215,436000747,Santa Teresa,-22.92191,-43.1842,Private room,130.0,1,0,353,RANDOM_FILL,Econômico,Sem Vista,Custo benefício ideal,Quarto
1034870359703833887,352008051,Copacabana,-22.9688168935,-43.1814133,Entire home/apt,1700.0,3,0,249,RANDOM_FILL,Luxo,Mar,Vista Frente Mar,Apartamento
1498796293407189499,534182844,Recreio dos Bandeirantes,-23.030043270016897,-43.47797513008118,Private room,189.0,1,0,360,RANDOM_FILL,Familiar,Sem Vista,Proximidade à praia,Localização
29984680,66452600,Ipanema,-22.98443,-43.21425,Entire home/apt,842.0,7,7,340,RANDOM_FILL,Econômico,Mar,Próximo à praia,Compacto
48382177,383015446,Copacabana,-22.98536544212213,-43.19280428819006,Entire home/apt,501.0,4,97,99,RANDOM_FILL,Econômico,Urbana,Renovado e silencioso,Renovado
13153412,71146994,Copacabana,-22.98117,-43.19075,Entire home/apt,1810.0,5,6,91,RANDOM_FILL,Luxo,Mar,Charmoso e próximo,Requinte
1312595845666211550,11965788,Leblon,-22.984870871460508,-43.22796310537101,Entire home/apt,1000.0,2,26,44,RANDOM_FILL,Romântico,Urbana,Silêncio e charme,Charme
805711707734883422,160833906,Barra da Tijuca,-23.0097898,-43.3561663,Entire home/apt,279.0,2,58,169,RANDOM_FILL,Luxo,Mar,Vista para praia,Apartamento
1010086118265057201,426063817,Copacabana,-22.9777926,-43.1912499,Private room,701.0,5,4,178,RANDOM_FILL,Luxo,Mar,Localização privilegiada,Apartamento
1517449169178773327,371503455,Copacabana,-22.9798128,-43.1905087,Entire home/apt,320.0,3,0,334,RANDOM_FILL,Familiar,Mar,Próximo à praia,Conforto
48279402,262488431,Barra da Tijuca,-23.0089534052534,-43.42908941273869,Entire home/apt,369.0,2,7,340,RANDOM_FILL,Padrão,Urbana,Ótima localização central,Flat
948310977488165999,505228604,Barra da Tijuca,-23.01248,-43.32097,Entire home/apt,655.0,3,24,245,RANDOM_FILL,Luxo,Mar,Beira mar exclusiva,Praia
1075309360891708450,366547247,Barra da Tijuca,-23.0114542,-43.3215719,Entire home/apt,337.0,3,46,269,RANDOM_FILL,Romântico,Mar,Vista mar privilegiada,Praia
1453584000560100349,489468090,Centro,-22.90606,-43.18344,Shared room,57.0,1,6,119,RANDOM_FILL,Econômico,Urbana,Localização central acessível,Hostel
30326026,2993489,Copacabana,-22.98524,-43.19044,Entire home/apt,428.0,3,56,153,RANDOM_FILL,Padrão,Urbana,Localização em Copacabana,Apartamento
1353126878631200523,677948981,Copacabana,-22.98282,-43.19271,Entire home/apt,850.0,1,2,354,RANDOM_FILL,Econômico,Urbana,Localização privilegiada,Praticidade
13733116,80348868,Botafogo,-22.94903,-43.18151,Entire home/apt,143.0,1,7,241,RANDOM_FILL,Padrão,Mar,Localização privilegiada praia,Apartamento
1362261061274960584,376274146,Barra da Tijuca,-23.004381,-43.308594,Entire home/apt,355.0,1,1,184,RANDOM_FILL,Padrão,Natureza,Localização Exclusiva Ilha,Exclusividade
2677829,7673499,Ipanema,-22.98632,-43.19429,Entire home/apt,55394.0,2,80,178,RANDOM_FILL,Luxo,Mar,Localização privilegiada praia,Apartamento
1265038367762229204,74463624,Ipanema,-22.9855,-43.20426,Entire home/apt,1534.0,2,4,53,RANDOM_FILL,Luxo,Mar,Frente à praia,Luxuoso
1506603199423962166,677751033,Copacabana,-22.98131,-43.19117,Entire home/apt,255.0,1,1,78,RANDOM_FILL,Padrão,Sem Vista,Próximo à praia,Localização
9950910,51137393,Cosme Velho,-22.9417,-43.19647,Entire home/apt,390.0,5,1,222,RANDOM_FILL,Luxo,Natureza,Vista para Corcovado,Sofisticado
52652995,48842907,Ipanema,-22.98352,-43.20947,Entire home/apt,270.0,3,100,185,RANDOM_FILL,Econômico,Urbana,Localização privilegiada posta10,aconchegante
1410416876938484517,692869793,Leme,-22.9629802843802,-43.169554480605655,Entire home/apt,380.0,3,5,173,RANDOM_FILL,Romântico,Mar,Localização privilegiada Leme,Praia
849160924258825541,167213110,Barra da Tijuca,-22.999067,-43.3288442,Entire home/apt,729.0,2,0,162,RANDOM_FILL,Familiar,Mar,Piscina e praia,Chalé
13729225,33517045,Paquetá,-22.75358,-43.10784,Entire home/apt,613.0,20,0,83,RANDOM_FILL,Familiar,Mar,Proximidade com praia,Praia
2186011,10586706,Copacabana,-22.96264,-43.17572,Private room,320.0,2,9,353,RANDOM_FILL,Padrão,Sem Vista,Localização em Copacabana,Suíte
704328171243788763,47584281,Jacarepaguá,-22.96935,-43.3939,Entire home/apt,713.0,1,0,365,RANDOM_FILL,Luxo,Natureza,Beleza e encanto,Exclusividade
1345765484336526316,6836153,Glória,-22.923708362624662,-43.17472189664841,Entire home/apt,964.0,2,19,346,RANDOM_FILL,Luxo,Urbana,Vista incrível duplex,Penthouse
754884744307455929,421766622,Recreio dos Bandeirantes,-23.02172,-43.45488,Entire home/apt,1000.0,2,10,90,RANDOM_FILL,Familiar,Mar,Churrasqueira na praia,Triplex
990734398859651139,8782308,Copacabana,-22.972693185009653,-43.19118368438961,Shared room,600.0,1,107,117,RANDOM_FILL,Econômico,Sem Vista,Seguro e Aconchegante,Conforto
1415921317852108723,18117704,Leblon,-22.9835503,-43.223636,Entire home/apt,289.0,1,4,233,RANDOM_FILL,Luxo,Urbana,Localização exclusiva Leblon,Apartamento
1495950860430539875,71665685,Copacabana,-22.97803573417199,-43.18925757386539,Entire home/apt,256.0,2,3,142,RANDOM_FILL,Padrão,Mar,Próximo à praia,Localização
1079163438503094420,233673466,Recreio dos Bandeirantes,-23.02977,-43.48169,Entire home/apt,1020.0,2,6,269,RANDOM_FILL,Luxo,Mar,Localização frente mar,Cobertura
1264016941965257255,494939452,Recreio dos Bandeirantes,-23.03293,-43.48547,Entire home/apt,446.0,1,18,177,RANDOM_FILL,Luxo,Mar,Frente para praia,pé-na-areia
984041700668041332,72070644,Recreio dos Bandeirantes,-23.0227328,-43.5125404,Entire home/apt,585.0,1,0,263,RANDOM_FILL,Romântico,Mar,Beleza à beira-mar,Refúgio
1115200977832454041,411347535,Olaria,-22.85157047961953,-43.264862559735775,Private room,200.0,1,0,269,RANDOM_FILL,Padrão,Urbana,Localização zona norte,Casa
47923162,36744189,Leblon,-22.98205,-43.22301,Entire home/apt,511.0,2,141,258,RANDOM_FILL,Luxo,Urbana,Localização nobre exclusiva,Elegância
31921229,67239901,Irajá,-22.85087,-43.31513,Private room,180.0,2,12,270,RANDOM_FILL,Econômico,Sem Vista,Conforto e conectividade,Suíte
1131446,6207000,Botafogo,-22.94495,-43.18249,Entire home/apt,142.0,45,19,210,RANDOM_FILL,Econômico,Mar,Localização à beira-mar,Praticidade
1310989736188989083,16425381,Laranjeiras,-22.9356290516603,-43.18891486285996,Entire home/apt,460.0,1,1,365,RANDOM_FILL,Familiar,Urbana,Espaço bem distribuído,Amplo
19839107,14095160,Ipanema,-22.98585,-43.19968,Entire home/apt,950.0,3,30,146,RANDOM_FILL,Luxo,Urbana,Cobertura Duplex Exclusiva,Cobertura
1463994106089571514,40642122,Copacabana,-22.982944097279205,-43.19544120602234,Entire home/apt,472.0,4,1,332,RANDOM_FILL,Econômico,Urbana,Proximidade Carnaval Copacabana,Praticidade
49463000,374764893,Ipanema,-22.98157,-43.20085,Entire home/apt,461.0,2,269,20,RANDOM_FILL,Familiar | Romântico,Urbana,Conforto e aconchego,Aconchegante
1470559615264951578,599119097,Jacarepaguá,-22.9688849,-43.38804,Entire home/apt,250.0,2,3,220,RANDOM_FILL,Econômico,Urbana,Conforto e praticidade,Loft
1144229616617704638,51756664,Copacabana,-22.968527,-43.1890376,Private room,151.0,3,29,227,RANDOM_FILL,Econômico,Urbana,Localização em Copacabana,Quarto
971748525832218239,535536944,Copacabana,-22.964112437133444,-43.19301644462566,Entire home/apt,300.0,3,5,220,RANDOM_FILL,Luxo,Urbana,Novo com terraço,Terraço
46258303,366913236,Copacabana,-22.98411443621187,-43.19080143121339,Entire home/apt,237.0,1,249,4,RANDOM_FILL,Moderno,Urbana,Flat Reformado Moderno,Reforma
1450230605115908601,317916632,Copacabana,-22.97601,-43.19081,Entire home/apt,475.0,6,2,297,RANDOM_FILL,Luxo,Mar,Qualidade cinco estrelas,Conforto
1409600547192421643,51227019,Copacabana,-22.97369,-43.18775,Entire home/apt,216.0,3,2,128,RANDOM_FILL,Econômico,Urbana,Próximo à praia,Studio
692197019047078013,474732590,Recreio dos Bandeirantes,-23.03017239721713,-43.47062820374499,Entire home/apt,350.0,3,8,358,RANDOM_FILL,Familiar,Mar,Praia e lazer,Conforto
1364505657225564052,22805631,Ipanema,-22.9874,-43.18992,Entire home/apt,4604.0,3,0,365,RANDOM_FILL,Moderno,Urbana,Vista impressionante apartamento,Apartamento
1511152876400676957,652284869,Ipanema,-22.987695,-43.1937726,Entire home/apt,552.0,1,0,340,RANDOM_FILL,Luxo,Urbana,Piscina entre bairros,Piscina
724180667930615399,267643868,Copacabana,-22.97001,-43.18888,Private room,504.0,3,0,29,RANDOM_FILL,Econômico,Urbana,Localização rua nobre,Encantador
1502989218884728368,325713553,São Conrado,-23.0012879,-43.2754371,Entire home/apt,12750.0,1,0,364,RANDOM_FILL,Luxo,Mar,Vista Maravilhosa Exclusiva,Mansão
1051290461025591564,150004461,Barra da Tijuca,-23.008888852402883,-43.43088438861263,Private room,240.0,2,3,268,RANDOM_FILL,Familiar,Sem Vista,Conforto e espaço,Dependências
1029156564715857885,314568411,Laranjeiras,-22.93731,-43.18966,Entire home/apt,584.0,2,2,354,RANDOM_FILL,Familiar,Sem Vista,Ambiente acolhedor terraço,aconchegante
14121891,15396683,Copacabana,-22.96525,-43.17964,Private room,1164.0,7,0,270,RANDOM_FILL,Padrão,Urbana,Área privilegiada Copacabana,Apartamento
1399975062589414195,662164700,Leblon,-22.98458113241808,-43.2224296438866,Entire home/apt,1500.0,2,0,88,RANDOM_FILL,Padrão,Mar,Próximo Praia Cristo,Localização
842623929498932514,427981829,Gávea,-22.97993272874268,-43.242203928530216,Entire home/apt,626.0,2,4,349,RANDOM_FILL,Luxo | Familiar | Romântico,Natureza,Conexão com natureza,Serenidade
15423469,10490620,Barra da Tijuca,-23.009534447164736,-43.34483553549942,Entire home/apt,495.0,2,38,186,RANDOM_FILL,Econômico,Mar,Conforto localização praia,Conforto
787547790975448382,19879803,Centro,-22.90052027409076,-43.18228914760741,Entire home/apt,132.0,2,33,86,RANDOM_FILL,Econômico | Romântico,Urbana,Conforto no centro,Aconchego
42229268,286903315,Camorim,-22.98416,-43.41611,Entire home/apt,345.0,5,0,89,RANDOM_FILL,Luxo,Natureza,Projeto sustentável exclusivo,Condomínio
14354211,87985013,Barra da Tijuca,-23.0113,-43.32399,Entire home/apt,1671.0,2,53,356,RANDOM_FILL,Luxo,Mar,Resort frente mar,Resort
3206766,15926148,Copacabana,-22.9664412,-43.1820753,Private room,101.0,2,403,64,RANDOM_FILL,Econômico,Urbana,Próximo à praia,Aconchego
1856688,9270905,Ipanema,-22.98452,-43.21265,Entire home/apt,457.0,3,20,351,RANDOM_FILL,Padrão,Sem Vista,Localização e Praticidade,Apartamento
791372169510877664,520738367,Centro,-22.909880341806243,-43.17789662629366,Entire home/apt,126.0,1,53,120,RANDOM_FILL,Econômico,Urbana,Próximo transporte público,Conforto
1442291631031868120,15673599,Barra da Tijuca,-23.00825,-43.36519,Entire home/apt,463.0,2,0,176,RANDOM_FILL,Luxo,Mar,Vista panorâmica mar,Vista
588391651719468679,450802941,Copacabana,-22.963863,-43.191238,Entire home/apt,144.0,3,28,335,RANDOM_FILL,Romântico,Urbana,Aconchegante e encantador,Apartamento
1229347999027900151,286019486,Jacarepaguá,-22.9690721,-43.3877641,Private room,360.0,1,3,365,RANDOM_FILL,Econômico,Sem Vista,Praticidade e conforto,Suíte
1155303921720415447,353879954,Grajaú,-22.92601288430284,-43.2556875647504,Entire home/apt,495.0,2,0,171,RANDOM_FILL,Luxo,Sem Vista,Evento VIP exclusivo,Camarote
14301432,87366120,Jacarepaguá,-22.96411,-43.3318,Private room,900.0,2,1,365,RANDOM_FILL,Econômico,Urbana,Localização próxima Olímpica,Conforto
14978137,532498,Ipanema,-22.98533,-43.2067,Entire home/apt,630.0,5,5,143,RANDOM_FILL,Luxo,Urbana,Varanda fechada espaçosa,Flat
881789110324652049,105480352,Copacabana,-22.971853324053875,-43.18669070859832,Entire home/apt,232.0,2,67,137,RANDOM_FILL,Econômico,Urbana,Perto da Praia,Renovado
1441353190732088746,699863502,Paquetá,-22.764783,-43.106569,Entire home/apt,930.0,1,0,332,RANDOM_FILL,Familiar,Mar,Localização exclusiva natureza,Barca
772423460085411294,203560919,Laranjeiras,-22.93575,-43.18262,Entire home/apt,391.0,2,65,70,RANDOM_FILL,Econômico,Urbana,Wi-Fi e aconchego,Conforto
1406151059346404235,597860951,Barra de Guaratiba,-23.06612025543425,-43.5687849517146,Private room,176.0,1,0,360,RANDOM_FILL,Familiar,Natureza,Ambiente acolhedor simples,Pousada
681092335504446526,23205834,Copacabana,-22.9677075,-43.1795285,Entire home/apt,950.0,5,1,184,RANDOM_FILL,Padrão,Urbana,Localização em Copacabana,Conforto
1172591061515794069,81067595,Flamengo,-22.92586172483756,-43.17272086892199,Entire home/apt,222.0,2,65,156,RANDOM_FILL,Padrão,Sem Vista,Próximo à praia,Renovado
1042522203993299170,16826079,Copacabana,-22.9833707,-43.1917642,Entire home/apt,448.0,4,53,164,RANDOM_FILL,Luxo,Sem Vista,Estilo sofisticado exclusivo,Boutique
789827955163075051,490731280,Rio Comprido,-22.93645,-43.20965,Private room,200.0,1,0,89,RANDOM_FILL,Econômico | Familiar,Urbana,Localização histórica charmosa,Suítes
1069090096699106996,13323106,Glória,-22.9236969,-43.1729777,Entire home/apt,1800.0,3,5,77,RANDOM_FILL,Moderno,Urbana,"Estilo, conforto, varanda",Varanda
1359416364592106488,679555465,Santo Cristo,-22.904262711682748,-43.20757695227677,Entire home/apt,227.0,2,8,130,RANDOM_FILL,Padrão,Sem Vista,Localização e piscina,Praticidade
1339412984623025334,27037793,Leblon,-22.98315,-43.22407,Entire home/apt,189.0,2,28,142,RANDOM_FILL,Econômico,Urbana,Perto da praia,Loft
32590121,30165706,Copacabana,-22.96493,-43.17543,Entire home/apt,392.0,1,120,308,RANDOM_FILL,Familiar,Mar,Conforto na praia,Praia
1355921200819719370,168776127,Botafogo,-22.953642,-43.190975,Entire home/apt,245.0,2,1,167,RANDOM_FILL,Padrão,Sem Vista,Localização muito central,Praticidade
22871471,1422607,Ipanema,-22.98373,-43.2037,Entire home/apt,619.0,3,154,319,RANDOM_FILL,Moderno,Urbana,Vista Cristo Redentor,Wi-Fi
1305325723888298381,443985563,Copacabana,-22.97177,-43.18663,Entire home/apt,359.0,1,56,257,RANDOM_FILL,Econômico,Sem Vista,Promoção Setembro Últimas,Promoção
1269010312775755027,657506924,Jacarepaguá,-22.97316,-43.41096,Entire home/apt,125.0,2,16,53,RANDOM_FILL,Familiar,Sem Vista,Desconto atrativo oferta,Localização
1352831615589436973,677840647,Flamengo,-22.9281002,-43.1744829,Entire home/apt,300.0,2,3,137,RANDOM_FILL,Padrão,Mar,Ambiente acolhedor e charmoso,Conforto
28951485,71086179,Santa Teresa,-22.91674,-43.18084,Private room,154.0,1,50,77,RANDOM_FILL,Familiar,Sem Vista,Espaço para família,Suíte
755587536773267768,95754481,Gávea,-22.98123,-43.23318,Entire home/apt,188.0,2,21,156,RANDOM_FILL,Moderno,Urbana,Paz e tranquilidade,Loft
892873564985370964,515089772,Centro,-22.91466,-43.18501,Entire home/apt,133.0,2,22,146,RANDOM_FILL,Econômico,Urbana,Localização central privilegiada,Privativo
1412524158052891701,15149133,Centro,-22.898696502441936,-43.17851058835996,Entire home/apt,2500.0,2,0,89,RANDOM_FILL,Econômico | Moderno,Mar,Localização Porto Maravilha,Praticidade
801582952781926994,261025363,Copacabana,-22.96475114563778,-43.19053135486048,Entire home/apt,208.0,1,22,29,RANDOM_FILL,Econômico,Urbana,Localização muito conveniente,Segurança
1248171260346863030,457242638,Ipanema,-22.98685,-43.19692,Entire home/apt,1305.0,1,61,94,RANDOM_FILL,Luxo,Mar,vista lateral deslumbrante,frente
1279307962021674436,365760452,Ipanema,-22.9873,-43.19774,Entire home/apt,575.0,4,1,85,RANDOM_FILL,Luxo,Mar,Vista para praia,Vista
1445912595487555229,365525758,Jacarepaguá,-22.97213645197272,-43.41256946325302,Entire home/apt,225.0,1,8,158,RANDOM_FILL,Econômico,Urbana,Localização para eventos,Convenção
1140699516962184508,573714393,Flamengo,-22.93958,-43.17653,Private room,682.0,2,12,182,RANDOM_FILL,Econômico,Urbana,Quarto com varanda,Espaço
30318725,214684936,Jacarepaguá,-22.97264,-43.38862,Entire home/apt,456.0,1,59,65,RANDOM_FILL,Luxo,Natureza,Conforto e lazer,Resort
958620635517243371,1982737,Leblon,-22.98346,-43.22433,Entire home/apt,373.0,1,16,153,RANDOM_FILL,Moderno,Urbana,Apartamento moderno Leblon,Apartamento
584024979186132254,449878774,Copacabana,-22.9643,-43.17952,Entire home/apt,186.0,3,76,179,RANDOM_FILL,Econômico,Urbana,Próximo metrô praia,Acessibilidade
1476137200237028460,148198271,Camorim,-22.98473,-43.41649,Entire home/apt,264.0,1,0,78,RANDOM_FILL,Econômico,Urbana,Próximo ao RioCentro,Conforto
14216485,26154101,Ipanema,-22.98386,-43.19549,Entire home/apt,300.0,1,117,293,RANDOM_FILL,Luxo,Mar,Localização privilegiada praia,Proximidade
22615168,15925361,Flamengo,-22.92701,-43.17558,Entire home/apt,151.0,2,182,234,RANDOM_FILL,Econômico | Moderno,Urbana,Localização próxima metrô,Studio
973308183840051797,85447113,Barra da Tijuca,-23.0137596,-43.2990833,Entire home/apt,408.0,3,81,105,RANDOM_FILL,Padrão,Mar,Frente para praia,garagem
818216284174355584,47584281,Jacarepaguá,-22.96626,-43.38744,Entire home/apt,2800.0,1,0,364,RANDOM_FILL,Romântico,Natureza,Beleza e Harmonia,Encanto
1321121929138462817,199159949,Santa Teresa,-22.91493,-43.17971,Private room,450.0,1,5,364,RANDOM_FILL,Econômico,Urbana,Localização central Lapa,Quarto
760205370273172702,318163118,Copacabana,-22.96738,-43.18691,Entire home/apt,256.0,1,38,168,RANDOM_FILL,Padrão,Mar,Vista Cristo Redentor,Vista
1224128231074738256,232549816,Copacabana,-22.983696070393773,-43.19283601501839,Entire home/apt,238.0,2,22,284,RANDOM_FILL,Padrão,Urbana,Localização privilegiada,Conforto
1028369217041426058,304925884,Copacabana,-22.96582056894656,-43.17825470119715,Entire home/apt,378.0,2,0,89,RANDOM_FILL,Padrão,Sem Vista,Próximo à Praia,Localização
1297634570285715121,661029604,Recreio dos Bandeirantes,-23.03097325342708,-43.47306601703167,Entire home/apt,274.0,2,4,131,RANDOM_FILL,Luxo,Sem Vista,Conforto e Elegância,Flat
1308602712121339697,5020460,Copacabana,-22.96404,-43.18061,Entire home/apt,285.0,3,8,116,RANDOM_FILL,Econômico,Mar,Próximo à praia,Prático
22230063,18887440,Ipanema,-22.98667,-43.19267,Entire home/apt,517.0,2,45,7,RANDOM_FILL,Moderno,Urbana,Localização privilegiada,Loft
1238196108249450919,565675918,Santa Teresa,-22.91856,-43.18803,Entire home/apt,228.0,2,8,337,RANDOM_FILL,Moderno,Sem Vista,Moderno e rústico,Temporada
40736263,175580038,Copacabana,-22.97332,-43.18831,Entire home/apt,296.0,5,118,162,RANDOM_FILL,Luxo,Urbana,Conforto e silêncio,Tranquilidade
392267,1961007,Centro,-22.915745,-43.178575,Entire home/apt,112.0,3,203,15,RANDOM_FILL,Moderno,Urbana,Ideal para nômades,Flexibilidade
1449488593552320254,33320316,Copacabana,-22.97018,-43.18769,Entire home/apt,603.0,1,4,303,RANDOM_FILL,Padrão,Urbana,Localização privilegiada centro,Localização
48684134,392769753,Copacabana,-22.96823,-43.18417,Entire home/apt,653.0,2,163,149,RANDOM_FILL,Romântico,Urbana,Localização em destaque,Conforto
1347298697250985359,162653285,Botafogo,-22.9527173,-43.1907006,Entire home/apt,265.0,3,1,358,RANDOM_FILL,Padrão,Urbana,Conforto e Localização,Conforto
39714574,305239057,Copacabana,-22.9815,-43.19018,Private room,99.0,2,74,54,RANDOM_FILL,Econômico,Sem Vista,Quarto com banheiro,Compacto
1290521329071674918,273972207,Leblon,-22.985713669020534,-43.21757823228836,Entire home/apt,579.0,2,9,246,RANDOM_FILL,Moderno,Urbana,Conceito aberto sofisticado,Loft
568618635934241017,170522649,Botafogo,-22.94888,-43.18123,Entire home/apt,144.0,2,124,34,RANDOM_FILL,Moderno,Mar,Localização e charme,Loft
52402583,40151333,Ipanema,-22.98018,-43.20404,Entire home/apt,786.0,1,7,205,RANDOM_FILL,Luxo | Moderno,Urbana,Localização privilegiada,Loft
1511540756261255730,393589684,Copacabana,-22.9721974,-43.1904104,Private room,105.0,3,0,82,RANDOM_FILL,Econômico,Sem Vista,Próximo à praia,Quarto
929709578128952258,429219276,Camorim,-22.9808971,-43.4224405,Entire home/apt,222.0,1,115,319,RANDOM_FILL,Luxo,Urbana,Suíte com TV,Suíte
979785726216431712,83731252,Joá,-23.01476,-43.29448,Entire home/apt,4172.0,1,3,237,RANDOM_FILL,Familiar,Mar,Ambiente para festa,cabana
1516846071860706892,539730827,Centro,-22.90166,-43.18374,Entire home/apt,162.0,2,0,364,RANDOM_FILL,Romântico,Urbana,Refúgio no Centro,Terraço
1278254349385651407,103209322,Copacabana,-22.96647,-43.18021,Entire home/apt,625.0,2,25,33,RANDOM_FILL,Econômico,Mar,Próximo à praia,Flat
1482071173567075826,678477090,Copacabana,-22.96385,-43.17492,Entire home/apt,207.0,1,1,341,RANDOM_FILL,Econômico,Mar,Próximo à praia,Studio
42385510,337217977,Laranjeiras,-22.93929,-43.18296,Private room,507.0,1,3,83,RANDOM_FILL,Econômico,Urbana,Localização central estratégica,Praticidade
760858187258565663,6103905,Ipanema,-22.98371,-43.211,Entire home/apt,274.0,2,1,77,RANDOM_FILL,Econômico,Urbana,Localização privilegiada centro,Kitnet
1298117555043453429,583793559,Copacabana,-22.969925,-43.1880444,Entire home/apt,900.0,3,4,86,RANDOM_FILL,Luxo,Urbana,Vista Cristo Redentor,Vista
23049612,902085,Botafogo,-22.94501,-43.18228,Entire home/apt,171.0,3,243,279,RANDOM_FILL,Econômico,Urbana,Aconchegante e bem localizado,Estúdio
801532154829794406,490855236,Copacabana,-22.9812377,-43.1932728,Entire home/apt,184.0,2,66,62,RANDOM_FILL,Econômico,Urbana,Próximo ao metrô,Studio
37769679,284275263,Copacabana,-22.97901,-43.19191,Entire home/apt,380.0,5,44,228,RANDOM_FILL,Familiar,Urbana,Deck externo espaçoso,Conforto
1449458012518407229,702875464,Copacabana,-22.97235077142938,-43.187849839598655,Private room,164.0,1,0,256,RANDOM_FILL,Econômico,Urbana,Localização privilegiada,Privativo
1122390857518754938,569389559,Tijuca,-22.924956169342515,-43.22646393880465,Entire home/apt,300.0,2,4,362,RANDOM_FILL,Econômico,Urbana,Próximo ao metrô,Localização
1507603570390663879,707582,Centro,-22.89935226225711,-43.181104212999344,Private room,98.0,1,0,265,RANDOM_FILL,Econômico,Urbana,Preço muito baixo,Studio
38845320,258230854,Jacarepaguá,-22.96558,-43.3944,Entire home/apt,379.0,1,9,365,RANDOM_FILL,Luxo,Urbana,Garota Vip exclusiva,temporada
1350961649727578635,399499622,Copacabana,-22.96496391093558,-43.17427061498165,Entire home/apt,224.0,1,76,268,RANDOM_FILL,Luxo | Padrão,Mar,Esquina frente praia,Localização
1322465854249081962,669473024,Copacabana,-22.9679988454797,-43.18170709367708,Private room,253.0,2,1,3,RANDOM_FILL,Econômico,Urbana,Localização em Copacabana,Quarto
1248814524195358122,15960881,Laranjeiras,-22.9375996,-43.1931884,Entire home/apt,193.0,1,3,89,RANDOM_FILL,Econômico,Natureza,Tranquilidade entre árvores,Floresta
1366757151921733091,451225419,Recreio dos Bandeirantes,-23.0296721,-43.4728424,Entire home/apt,415.0,2,0,90,RANDOM_FILL,Econômico,Urbana,Aconchego e praticidade,Hostel
1364029077401863684,395049173,Copacabana,-22.96452512615163,-43.186401177194206,Entire home/apt,819.0,5,0,365,RANDOM_FILL,Padrão,Urbana,Localização em Copacabana,Apartamento
2007321,9540144,Ipanema,-22.98471,-43.19562,Entire home/apt,318.0,3,39,297,RANDOM_FILL,Econômico,Urbana,Localização privilegiada,Studio
1019478417657482913,5045079,Ipanema,-22.9841353,-43.1967331,Entire home/apt,196.0,2,112,208,RANDOM_FILL,Moderno,Urbana,Design elegante prático,Studio
610130722500625250,250159198,Copacabana,-22.97424,-43.19106,Entire home/apt,480.0,6,7,349,RANDOM_FILL,Familiar,Urbana,Localização em Copacabana,Apartamento
